name,age,has_spouse,spouse_accompanying,education_level,canadian_education,first_lang_speaking,first_lang_listening,first_lang_reading,first_lang_writing,has_second_language,second_lang_speaking,second_lang_listening,second_lang_reading,second_lang_writing,canadian_work_experience,foreign_work_experience,has_sibling_in_canada,has_job_offer,has_provincial_nomination,clb7_and_post_secondary,post_secondary_and_canadian_exp,foreign_and_canadian_exp,trade_certificate,spouse_education_level,spouse_canadian_exp,spouse_lang_speaking,spouse_lang_listening,spouse_lang_reading,spouse_lang_writing,crs_score,improvement_strategy
Valerie Garcia,37,True,False,6,0,6,8,10,10,False,0,0,0,0,5,0,True,0,True,True,False,False,False,0,0,0,0,0,0,1014,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, learn second official language"
Linda Ward,26,True,False,8,3,8,9,6,6,True,10,11,8,5,5,0,True,0,True,False,False,True,True,0,0,0,0,0,0,1173,improve language test scores
Timothy Terrell,27,False,False,5,0,11,7,7,12,True,10,9,10,8,1,5,True,1,True,True,True,True,False,0,0,0,0,0,0,1333,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Chad Clarke,40,True,True,5,1,9,9,10,11,False,0,0,0,0,5,3,True,2,True,True,True,False,False,6,5,10,4,7,12,1121,"apply soon to avoid further age point reductions, upgrade to bachelor degree, learn second official language"
David Schneider,26,False,False,6,3,11,8,5,10,True,5,4,5,5,6,1,False,2,True,True,True,True,True,0,0,0,0,0,0,1211,"upgrade to master degree, improve language test scores"
Shelia Carr,50,True,True,8,3,6,6,10,9,False,0,0,0,0,6,4,False,2,True,True,False,False,False,7,3,11,11,9,5,1051,"apply soon to avoid further age point reductions, improve language test scores"
Courtney Wilson,35,False,False,7,1,4,4,6,9,False,0,0,0,0,6,4,True,1,True,False,False,False,False,0,0,0,0,0,0,1184,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, learn second official language"
Jessica Schmitt,39,False,False,3,1,7,12,5,11,True,11,10,4,9,0,3,False,1,True,False,False,False,True,0,0,0,0,0,0,1129,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Grace Smith,19,False,False,5,1,5,10,8,10,True,10,12,10,6,6,2,False,1,False,True,False,False,False,0,0,0,0,0,0,659,"upgrade to bachelor degree, improve language test scores, explore provincial nomination programs"
Rebecca Castillo,26,True,True,5,2,8,12,8,10,True,10,7,5,12,4,3,True,0,True,True,True,False,True,5,6,11,5,5,4,1179,"upgrade to bachelor degree, improve language test scores"
Zachary Carter,40,False,False,1,2,6,8,12,8,False,0,0,0,0,6,0,True,2,False,True,True,False,True,0,0,0,0,0,0,399,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, learn second official language"
Brittney Watkins,36,False,False,8,0,8,9,6,10,True,4,11,5,5,3,4,False,0,False,True,False,True,False,0,0,0,0,0,0,491,"apply soon to avoid further age point reductions, improve language test scores, secure Canadian job offer"
Crystal Mitchell,29,False,False,3,1,6,4,7,12,True,12,6,9,4,2,2,True,0,False,True,True,False,True,0,0,0,0,0,0,460,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Brian Morgan,33,True,False,1,3,11,10,12,4,True,9,7,9,4,1,5,True,1,False,False,False,False,False,0,0,0,0,0,0,521,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Albert Morgan,45,False,False,3,3,10,10,8,8,True,8,5,11,6,4,4,False,1,True,True,False,True,True,0,0,0,0,0,0,1242,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Rebecca Richardson,23,False,False,5,0,6,7,5,5,False,0,0,0,0,2,1,True,1,True,False,True,True,False,0,0,0,0,0,0,1224,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Erik Espinoza,42,True,False,3,1,9,11,10,8,True,11,5,5,7,3,0,True,0,False,False,False,True,False,0,0,0,0,0,0,380,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Richard Robinson,34,True,False,5,1,9,7,4,8,False,0,0,0,0,5,1,False,0,True,False,True,True,True,0,0,0,0,0,0,1073,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, learn second official language"
Paula Huber,17,True,False,7,0,8,6,11,8,True,4,11,11,12,6,5,False,1,True,True,True,True,False,0,0,0,0,0,0,1247,"upgrade to PhD degree, improve language test scores"
Brian Mccullough,44,False,False,1,3,11,4,9,11,False,0,0,0,0,3,2,True,2,True,False,True,False,False,0,0,0,0,0,0,908,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Mary Boone,35,False,False,6,1,7,12,12,6,True,12,4,11,5,2,5,True,0,False,True,False,False,False,0,0,0,0,0,0,430,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience"
Barry Fisher,17,True,True,2,2,11,10,7,8,False,0,0,0,0,2,5,True,2,True,True,True,False,True,5,3,6,11,9,6,1009,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Sandra Lowe,27,True,True,2,3,7,6,12,8,False,0,0,0,0,1,2,False,1,False,True,False,True,True,7,6,12,10,8,6,618,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Kyle Ballard,25,False,False,1,3,6,11,7,6,True,5,10,11,6,6,0,True,0,True,True,False,False,False,0,0,0,0,0,0,943,"upgrade to  degree, improve language test scores, secure Canadian job offer"
Terri Schaefer,29,False,False,1,3,7,12,4,9,True,4,8,7,11,1,1,True,0,False,True,False,False,False,0,0,0,0,0,0,333,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Patrick Hansen,35,True,True,5,0,6,4,5,6,True,8,9,8,12,4,1,False,0,True,True,False,False,False,4,5,5,12,6,12,958,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Amber Ingram,33,True,False,6,0,11,12,6,7,False,0,0,0,0,2,2,False,0,True,False,False,False,True,0,0,0,0,0,0,1026,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience, learn second official language"
James Lopez Jr.,30,True,False,5,2,12,10,6,6,False,0,0,0,0,6,2,True,2,True,True,True,True,False,0,0,0,0,0,0,1184,"upgrade to bachelor degree, improve language test scores"
Shari Young,35,False,False,4,1,9,5,12,5,False,0,0,0,0,1,4,True,2,False,True,False,False,True,0,0,0,0,0,0,457,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, learn second official language"
Melissa Mccoy,48,False,False,1,3,4,6,4,11,False,0,0,0,0,6,0,False,0,False,True,True,True,True,0,0,0,0,0,0,265,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Justin Gonzales,45,False,False,3,3,7,12,10,12,False,0,0,0,0,3,0,False,2,False,True,True,False,False,0,0,0,0,0,0,403,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Sean Medina,20,False,False,2,1,9,11,6,12,False,0,0,0,0,6,1,True,0,True,False,True,False,True,0,0,0,0,0,0,1031,"upgrade to  degree, improve language test scores"
Wesley Roberts,20,True,True,5,0,8,6,12,12,True,6,8,4,10,6,5,True,2,False,True,True,False,True,3,5,6,11,11,5,604,"upgrade to bachelor degree, improve language test scores"
Katrina Johnson,48,True,False,4,2,5,10,7,11,True,7,10,6,12,0,0,False,0,False,True,True,False,False,0,0,0,0,0,0,270,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Linda Gonzales,43,True,True,5,1,5,11,6,7,True,9,4,5,12,4,3,False,0,False,False,True,False,False,7,0,9,5,5,10,337,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Stephen Wilson,46,False,False,3,0,9,12,7,6,False,0,0,0,0,1,3,False,1,False,True,False,False,True,0,0,0,0,0,0,521,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Joseph Ortiz,24,False,False,7,1,12,10,4,10,True,7,11,6,5,6,3,True,2,False,False,False,True,True,0,0,0,0,0,0,634,"upgrade to PhD degree, improve language test scores"
Alexandria Hall,24,False,False,2,1,12,11,12,12,True,9,9,10,4,0,2,True,2,False,True,False,True,True,0,0,0,0,0,0,472,"upgrade to  degree, gain more Canadian work experience, explore provincial nomination programs"
Timothy Walker,22,True,True,8,2,10,10,8,4,False,0,0,0,0,5,0,False,2,False,False,True,False,True,4,4,7,7,6,10,570,"improve language test scores, learn second official language"
Paul Summers,25,False,False,4,0,4,12,5,7,True,11,11,9,12,0,0,False,0,False,False,True,True,False,0,0,0,0,0,0,368,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, secure Canadian job offer"
John Kent,36,False,False,8,2,4,11,10,6,False,0,0,0,0,2,4,False,1,True,False,True,True,True,0,0,0,0,0,0,1298,"apply soon to avoid further age point reductions, improve language test scores, gain more Canadian work experience"
Colleen Summers,39,False,False,6,2,7,12,9,6,False,0,0,0,0,2,2,True,2,True,True,False,False,False,0,0,0,0,0,0,1045,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience"
Kathleen Kim,34,False,False,7,0,7,12,8,4,False,0,0,0,0,6,5,False,0,False,True,True,False,False,0,0,0,0,0,0,453,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores"
Michael Campbell,37,True,True,2,3,8,5,8,4,False,0,0,0,0,2,1,False,0,True,True,True,True,True,5,1,4,4,4,8,949,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience, learn second official language"
Michael Sutton,35,True,False,2,0,12,6,12,7,False,0,0,0,0,5,2,True,2,True,False,False,True,False,0,0,0,0,0,0,1009,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, learn second official language"
Thomas Cannon,32,True,False,5,0,12,12,12,12,True,4,6,6,6,5,1,False,1,False,False,True,True,False,0,0,0,0,0,0,721,"apply soon to avoid further age point reductions, upgrade to bachelor degree"
Rachel Medina,20,False,False,6,3,6,5,7,4,False,0,0,0,0,0,2,True,1,False,True,True,False,False,0,0,0,0,0,0,584,"upgrade to master degree, improve language test scores, gain more Canadian work experience"
Amber Sims,50,False,False,2,2,8,9,9,9,False,0,0,0,0,1,3,True,1,False,False,True,False,False,0,0,0,0,0,0,466,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Willie Ellison,34,False,False,5,3,10,10,9,4,True,11,8,8,9,3,2,False,2,True,True,True,True,True,0,0,0,0,0,0,1183,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Alicia Gallegos,40,False,False,8,1,10,11,7,10,False,0,0,0,0,4,1,True,1,False,False,True,False,False,0,0,0,0,0,0,644,"apply soon to avoid further age point reductions, improve language test scores, learn second official language, explore provincial nomination programs"
Natalie Poole,44,False,False,3,1,12,12,8,7,True,9,7,6,10,4,2,True,1,True,True,False,True,False,0,0,0,0,0,0,1195,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Aaron Dawson,31,False,False,8,1,10,9,12,6,True,12,6,8,10,0,2,False,2,True,True,False,False,True,0,0,0,0,0,0,1111,"apply soon to avoid further age point reductions, improve language test scores, gain more Canadian work experience"
Angela Jordan,34,True,False,8,1,12,12,5,4,False,0,0,0,0,0,1,False,2,False,False,False,False,False,0,0,0,0,0,0,376,"apply soon to avoid further age point reductions, improve language test scores, gain more Canadian work experience"
Anthony Gardner,45,False,False,5,3,6,10,12,10,False,0,0,0,0,4,3,False,0,False,False,False,True,False,0,0,0,0,0,0,408,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, learn second official language, secure Canadian job offer"
Kendra Boone,17,False,False,8,2,8,12,11,12,False,0,0,0,0,4,5,False,1,True,False,True,False,False,0,0,0,0,0,0,1212,"improve language test scores, learn second official language"
Jamie Miller,44,True,True,6,0,8,4,10,4,True,9,10,9,9,2,5,False,2,True,False,False,True,False,1,6,6,4,4,4,994,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience"
Patricia Smith,19,True,False,5,2,10,10,10,5,True,8,5,4,4,1,2,False,0,True,True,True,True,False,0,0,0,0,0,0,1105,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Julie Conway,38,False,False,5,3,9,7,10,11,True,11,10,8,11,3,1,False,2,False,False,True,True,True,0,0,0,0,0,0,575,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Richard Faulkner,18,True,False,5,0,12,7,12,7,True,12,5,6,12,1,2,True,0,True,False,False,False,False,0,0,0,0,0,0,1003,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Carlos Carr,46,True,True,5,0,4,7,5,4,True,7,8,10,6,4,0,False,2,True,True,True,True,True,3,3,12,7,7,5,998,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Eric Lindsey,29,False,False,4,1,5,9,9,5,False,0,0,0,0,3,0,True,1,False,False,False,False,True,0,0,0,0,0,0,611,"upgrade to bachelor degree, improve language test scores"
Rodney Hall,35,False,False,3,2,5,7,5,10,False,0,0,0,0,5,5,True,2,True,True,True,True,False,0,0,0,0,0,0,1115,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Linda Berg,40,True,False,2,2,4,4,9,10,True,10,6,11,12,4,1,False,0,True,False,True,False,False,0,0,0,0,0,0,901,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Lori Schwartz,41,True,True,6,0,6,8,7,11,False,0,0,0,0,5,2,True,0,False,False,True,True,False,7,0,5,5,4,6,418,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, learn second official language"
Hannah Harrell,32,True,True,1,2,6,11,10,9,False,0,0,0,0,4,4,True,1,True,False,True,False,False,6,6,10,5,7,10,1162,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Heather Hubbard,49,True,False,5,2,8,5,4,11,False,0,0,0,0,3,0,True,1,False,True,False,False,True,0,0,0,0,0,0,558,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, learn second official language"
Katherine Jenkins,44,False,False,2,3,11,5,7,4,True,12,7,7,6,3,0,True,0,True,False,False,True,False,0,0,0,0,0,0,871,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Jason Castro,50,True,False,6,2,11,12,10,10,False,0,0,0,0,1,3,True,1,False,True,True,False,False,0,0,0,0,0,0,609,"apply soon to avoid further age point reductions, upgrade to master degree, gain more Canadian work experience, learn second official language, explore provincial nomination programs"
Adrian Wheeler,32,True,True,6,3,4,5,7,9,False,0,0,0,0,0,2,False,0,False,False,True,False,True,4,2,10,11,11,11,413,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience, secure Canadian job offer"
Laura Flores,37,False,False,2,1,9,10,9,4,False,0,0,0,0,1,3,False,2,True,False,False,True,True,0,0,0,0,0,0,1013,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Jacob Sharp,33,False,False,6,2,6,9,10,4,False,0,0,0,0,1,1,True,1,True,True,False,False,True,0,0,0,0,0,0,1254,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience, learn second official language"
Heather Sanchez,50,True,False,6,1,12,8,11,8,False,0,0,0,0,0,2,True,0,True,True,False,False,False,0,0,0,0,0,0,895,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience"
Steven Gordon,50,False,False,4,3,7,7,6,10,False,0,0,0,0,1,5,True,1,False,False,True,True,False,0,0,0,0,0,0,560,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, learn second official language"
Patrick Price,23,False,False,6,1,9,10,10,7,False,0,0,0,0,5,2,True,1,True,True,True,True,True,0,0,0,0,0,0,1362,"upgrade to master degree, improve language test scores, learn second official language"
Michael Mitchell,21,False,False,3,2,6,12,6,12,False,0,0,0,0,0,0,True,0,True,False,False,False,True,0,0,0,0,0,0,966,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Joshua Russell,43,False,False,2,2,6,6,7,12,False,0,0,0,0,5,2,True,2,False,False,False,True,True,0,0,0,0,0,0,389,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, learn second official language"
Brian Cox,39,False,False,7,3,5,12,5,8,False,0,0,0,0,0,3,False,0,True,False,False,False,False,0,0,0,0,0,0,914,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Justin Lewis,27,True,True,3,3,6,9,9,9,True,12,12,11,11,3,2,True,2,True,True,False,True,True,5,0,10,8,7,8,1187,"upgrade to  degree, improve language test scores"
Keith Martinez,21,True,False,1,3,5,10,4,7,True,8,7,7,11,0,3,True,0,True,False,True,False,False,0,0,0,0,0,0,883,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Taylor Miller,26,True,False,6,3,7,6,8,6,False,0,0,0,0,0,1,False,1,False,True,False,True,True,0,0,0,0,0,0,639,"upgrade to master degree, improve language test scores, gain more Canadian work experience"
Nicole Cochran,27,False,False,7,2,12,11,10,10,False,0,0,0,0,6,5,False,0,True,False,False,True,False,0,0,0,0,0,0,1151,upgrade to PhD degree
William Anderson,20,False,False,1,3,4,8,8,9,True,10,12,12,12,2,4,True,2,False,True,False,False,False,0,0,0,0,0,0,413,"upgrade to  degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Steven Bennett,33,True,False,8,2,9,9,8,10,False,0,0,0,0,6,2,True,0,True,False,True,False,True,0,0,0,0,0,0,1155,"apply soon to avoid further age point reductions, improve language test scores"
Heidi Wright,41,True,True,3,1,8,5,6,6,True,10,6,5,8,4,3,False,1,True,True,False,True,True,5,5,12,10,4,4,1190,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Gail Guerra,33,True,False,5,2,8,9,10,12,True,12,4,8,7,1,0,False,2,True,False,False,False,False,0,0,0,0,0,0,1047,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Sean Le,30,True,True,3,2,7,6,10,6,False,0,0,0,0,6,5,True,2,False,False,True,False,True,4,5,7,11,7,11,526,"upgrade to  degree, improve language test scores, explore provincial nomination programs"
Autumn Phillips,50,False,False,8,2,8,8,7,12,False,0,0,0,0,4,1,True,1,True,False,True,False,True,0,0,0,0,0,0,1237,"apply soon to avoid further age point reductions, improve language test scores"
Jesus Perry,17,False,False,2,0,9,10,12,5,True,6,8,9,12,0,0,False,1,False,True,False,True,False,0,0,0,0,0,0,426,"upgrade to  degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Mary Wallace,40,False,False,7,2,9,9,5,8,False,0,0,0,0,0,0,False,1,True,False,True,True,False,0,0,0,0,0,0,1166,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, gain more Canadian work experience, learn second official language"
Jacqueline Harris,21,False,False,5,3,9,6,6,7,True,5,5,7,12,2,4,False,0,False,True,True,True,True,0,0,0,0,0,0,515,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Mariah Smith,20,True,False,1,0,5,12,12,6,False,0,0,0,0,3,3,False,1,True,True,True,False,False,0,0,0,0,0,0,1132,"upgrade to  degree, improve language test scores"
Corey Avila,27,False,False,4,2,6,9,4,12,True,9,8,9,7,0,0,False,2,True,True,True,False,True,0,0,0,0,0,0,1071,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Katie Peters,47,True,True,8,0,10,8,4,8,True,5,11,12,11,4,3,False,0,False,False,True,False,True,7,3,10,12,4,10,437,"apply soon to avoid further age point reductions, improve language test scores"
Brent Austin,31,False,False,4,0,9,9,6,7,True,4,12,12,6,4,4,False,1,True,True,True,False,False,0,0,0,0,0,0,1245,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Nancy Long,42,False,False,5,2,6,6,12,6,False,0,0,0,0,1,5,True,1,False,False,False,True,False,0,0,0,0,0,0,554,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, learn second official language"
Connor Greene,34,False,False,8,2,8,4,8,6,True,11,10,9,12,6,3,False,1,False,True,True,True,False,0,0,0,0,0,0,736,"apply soon to avoid further age point reductions, improve language test scores"
Lauren Murray,50,True,True,4,2,4,5,10,6,True,12,10,9,10,5,4,True,0,False,False,False,True,False,1,0,10,4,5,7,349,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, secure Canadian job offer"
David Stevenson,25,False,False,1,2,8,8,11,8,True,6,8,11,11,6,5,True,0,False,False,True,True,False,0,0,0,0,0,0,439,"upgrade to  degree, improve language test scores"
Leah Stevenson,24,False,False,4,1,7,5,11,6,False,0,0,0,0,1,3,False,1,False,True,False,False,True,0,0,0,0,0,0,614,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Diane Wood,48,False,False,5,3,12,11,4,11,True,6,10,4,9,2,0,False,2,False,True,True,True,True,0,0,0,0,0,0,474,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Jessica Mcdaniel,25,True,False,3,1,5,8,8,4,True,9,10,10,6,3,4,False,2,True,True,False,True,True,0,0,0,0,0,0,1116,"upgrade to  degree, improve language test scores"
Michelle Beck,50,True,False,5,0,12,11,7,7,False,0,0,0,0,5,3,True,1,True,False,False,True,True,0,0,0,0,0,0,1242,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Steve Mcdonald,35,False,False,4,2,4,11,4,6,False,0,0,0,0,0,1,True,1,True,True,True,True,False,0,0,0,0,0,0,1173,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, learn second official language"
Kelly Sanford,39,True,True,6,2,5,8,5,5,True,12,4,10,7,5,1,False,1,True,True,False,True,False,1,4,6,7,7,8,1216,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
Kenneth Gonzalez,26,False,False,5,3,8,8,11,5,True,10,10,7,11,2,3,True,1,False,True,True,True,True,0,0,0,0,0,0,760,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Christine Harvey,45,False,False,4,2,8,12,8,11,False,0,0,0,0,4,5,True,2,True,True,False,True,True,0,0,0,0,0,0,1089,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Benjamin Ross,17,False,False,1,2,4,8,7,6,True,6,7,6,8,6,2,True,0,True,True,True,False,False,0,0,0,0,0,0,836,"upgrade to  degree, improve language test scores"
Brian Hines,22,True,True,6,1,10,10,7,5,False,0,0,0,0,6,3,True,2,False,False,False,True,False,8,3,7,9,5,6,543,"upgrade to master degree, improve language test scores"
Holly Orr,49,False,False,7,1,9,11,12,6,True,12,8,8,6,1,5,False,0,True,False,False,True,True,0,0,0,0,0,0,1021,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Chelsea Walton,41,False,False,4,2,9,9,5,8,True,10,8,5,6,0,5,True,1,False,False,True,False,False,0,0,0,0,0,0,519,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Kenneth Lowery,26,True,False,6,2,4,12,11,5,False,0,0,0,0,5,2,False,1,True,True,False,False,True,0,0,0,0,0,0,1301,"upgrade to master degree, improve language test scores"
Sue Peck,30,False,False,7,1,11,5,9,11,True,10,10,9,11,5,5,True,2,False,True,True,True,False,0,0,0,0,0,0,637,"upgrade to PhD degree, improve language test scores"
Deborah Hall,28,False,False,3,0,11,11,11,5,False,0,0,0,0,1,5,False,0,True,False,False,False,True,0,0,0,0,0,0,1023,"upgrade to  degree, improve language test scores, gain more Canadian work experience, learn second official language, secure Canadian job offer"
Natalie Scott DDS,27,False,False,2,0,8,11,9,5,False,0,0,0,0,0,4,True,2,False,True,True,True,False,0,0,0,0,0,0,424,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Brandon Rodriguez,35,False,False,5,3,10,11,11,6,False,0,0,0,0,6,1,False,2,True,False,False,False,True,0,0,0,0,0,0,1131,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, learn second official language"
Christopher Harris,17,True,True,8,2,11,8,12,5,True,11,6,5,11,1,1,False,2,True,False,True,True,False,3,3,9,8,9,11,1066,"improve language test scores, gain more Canadian work experience"
Emily Wood,49,True,True,1,3,4,5,7,10,False,0,0,0,0,1,2,True,1,False,False,True,False,True,7,0,9,7,8,7,452,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Michael Gibson,30,False,False,7,0,6,10,9,6,True,11,6,8,12,6,0,True,2,True,True,False,True,True,0,0,0,0,0,0,1184,"upgrade to PhD degree, improve language test scores"
Deborah Dunn,17,True,True,3,2,9,12,12,12,False,0,0,0,0,4,2,False,2,True,True,False,False,False,1,5,8,8,12,8,999,"upgrade to  degree, learn second official language"
Dr. Curtis Scott,37,True,False,5,1,10,7,10,11,False,0,0,0,0,1,3,True,0,True,False,True,True,False,0,0,0,0,0,0,1060,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Nathan Lopez,45,False,False,4,3,7,6,10,5,True,12,5,6,6,2,1,False,2,True,True,False,False,False,0,0,0,0,0,0,944,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
William Evans,42,True,False,3,1,5,8,4,7,False,0,0,0,0,2,0,True,0,False,True,True,True,False,0,0,0,0,0,0,338,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience, secure Canadian job offer"
Morgan Porter,38,True,False,4,1,12,11,9,10,True,6,6,11,5,5,0,False,0,True,False,True,True,True,0,0,0,0,0,0,1081,"apply soon to avoid further age point reductions, upgrade to bachelor degree"
Ashley Moore,34,False,False,7,2,6,5,8,9,False,0,0,0,0,1,5,True,1,False,False,True,False,True,0,0,0,0,0,0,657,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, gain more Canadian work experience"
Jason Porter,41,False,False,3,2,11,12,6,10,True,7,7,7,5,1,1,True,2,True,False,False,False,True,0,0,0,0,0,0,1033,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Kayla Campbell,26,False,False,7,2,12,5,12,8,True,10,6,12,9,5,1,True,1,False,True,False,True,True,0,0,0,0,0,0,784,"upgrade to PhD degree, improve language test scores"
Daniel Mcdaniel,19,True,False,8,3,9,4,12,9,False,0,0,0,0,0,0,True,2,False,False,False,False,True,0,0,0,0,0,0,502,"improve language test scores, gain more Canadian work experience"
Tonya Guzman,39,True,False,4,1,5,4,10,12,False,0,0,0,0,3,4,True,1,False,False,True,True,False,0,0,0,0,0,0,612,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Kerry Hahn,46,True,False,4,3,6,8,11,5,True,9,5,6,6,1,2,True,0,False,True,True,False,False,0,0,0,0,0,0,327,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Kimberly Fuller,17,True,True,4,3,5,6,6,11,False,0,0,0,0,4,2,True,0,False,False,False,False,True,1,6,10,5,12,6,338,"upgrade to bachelor degree, improve language test scores, secure Canadian job offer"
Christian Austin,41,False,False,2,1,4,6,9,7,True,11,12,9,12,6,0,False,0,False,True,True,True,False,0,0,0,0,0,0,334,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, explore provincial nomination programs"
Thomas Keller,29,True,False,7,0,11,9,4,4,False,0,0,0,0,5,4,False,2,False,True,True,False,True,0,0,0,0,0,0,577,"upgrade to PhD degree, improve language test scores, learn second official language"
Christian Anderson,25,False,False,8,1,6,5,9,10,True,11,10,5,4,2,3,True,2,False,True,True,True,True,0,0,0,0,0,0,596,"improve language test scores, gain more Canadian work experience"
